"date","portid","portname","country","ISO3","portcalls_container","portcalls_dry_bulk","portcalls_general_cargo","portcalls_roro","portcalls_tanker","portcalls_cargo","portcalls","import_container","import_dry_bulk","import_general_cargo","import_roro","import_tanker","import_cargo","import","export_container","export_dry_bulk","export_general_cargo","export_roro","export_tanker","export_cargo","export"
"2022-04-14","port883","Paradip","India","IND","0","5","0","0","0","5","5","0","172300","0","0","0","172300","172300","0","171321","0","0","0","171321","171321"
"2022-04-15","port883","Paradip","India","IND","1","1","0","0","1","2","3","0","20348","0","0","0","20348","20348","7128","30190","0","0","1050","37319","38369"
"2022-04-16","port883","Paradip","India","IND","1","5","0","0","2","6","8","0","132071","0","0","0","132071","132071","4316","199619","0","0","0","203936","203936"
"2022-04-17","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","68577","0","0","0","68577","68577","0","185041","0","0","0","185041","185041"
"2022-04-18","port883","Paradip","India","IND","0","7","0","0","1","7","8","0","198897","0","0","0","198897","198897","0","241416","0","0","0","241416","241416"
"2022-04-19","port883","Paradip","India","IND","0","4","1","0","1","5","6","0","20348","0","0","0","20348","20348","0","204979","0","0","40585","204979","245565"
"2022-04-20","port883","Paradip","India","IND","0","5","0","0","0","5","5","0","193351","0","0","0","193351","193351","0","162197","0","0","0","162197","162197"
"2022-04-21","port883","Paradip","India","IND","0","6","0","0","1","6","7","0","118160","0","0","39907","118160","158067","0","161810","0","0","0","161810","161810"
"2022-04-22","port883","Paradip","India","IND","0","5","1","0","2","6","8","0","99696","7285","0","0","106981","106981","0","222638","0","0","39537","222638","262176"
"2022-04-23","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","117872","0","0","0","117872","117872"
"2022-04-24","port883","Paradip","India","IND","0","7","0","0","2","7","9","0","115205","0","0","0","115205","115205","0","263995","0","0","10350","263995","274346"
"2022-04-25","port883","Paradip","India","IND","0","6","0","0","1","6","7","0","99046","0","0","3053","99046","102100","0","215086","0","0","0","215086","215086"
"2022-04-26","port883","Paradip","India","IND","0","2","0","0","3","2","5","0","0","0","0","45397","0","45397","0","101431","0","0","43954","101431","145385"
"2022-04-27","port883","Paradip","India","IND","0","8","0","0","1","8","9","0","241175","0","0","4862","241175","246038","0","296506","0","0","0","296506","296506"
"2022-04-28","port883","Paradip","India","IND","1","4","2","0","2","7","9","0","99205","0","0","6245","99205","105451","3553","184180","5424","0","48207","193157","241365"
"2022-04-29","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","133982","0","0","0","133982","133982","0","128402","0","0","0","128402","128402"
"2022-04-30","port883","Paradip","India","IND","0","6","1","0","1","7","8","0","74708","0","0","0","74708","74708","0","239015","0","0","41763","239015","280778"
"2022-05-01","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","71065","0","0","0","71065","71065","0","177402","0","0","0","177402","177402"
"2022-05-02","port883","Paradip","India","IND","0","5","0","0","2","5","7","0","107971","0","0","21697","107971","129669","0","72569","0","0","31646","72569","104216"
"2022-05-03","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","0","0","0","0","0","0","0","121296","0","0","6776","121296","128073"
"2022-05-04","port883","Paradip","India","IND","0","3","1","0","1","4","5","0","155701","0","0","19665","155701","175366","0","128674","0","0","0","128674","128674"
"2022-05-05","port883","Paradip","India","IND","1","3","0","0","1","4","5","6141","78619","0","0","0","84761","84761","0","148001","0","0","0","148001","148001"
"2022-05-06","port883","Paradip","India","IND","0","6","1","0","0","7","7","0","159149","0","0","0","159149","159149","0","284323","0","0","0","284323","284323"
"2022-05-07","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","47565","0","0","0","47565","47565","0","209758","0","0","0","209758","209758"
"2022-05-08","port883","Paradip","India","IND","0","2","1","0","1","3","4","0","0","0","0","1741","0","1741","0","67337","0","0","0","67337","67337"
"2022-05-09","port883","Paradip","India","IND","0","8","0","0","2","8","10","0","194216","0","0","6245","194216","200461","0","173581","0","0","13725","173581","187307"
"2022-05-10","port883","Paradip","India","IND","1","4","0","0","2","5","7","0","20348","0","0","32277","20348","52625","3950","168657","0","0","42147","172607","214754"
"2022-05-11","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","0","0","0","0","0","0","0","83199","0","0","40936","83199","124136"
"2022-05-12","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","57176","0","0","17710","57176","74887","0","0","0","0","0","0","0"
"2022-05-13","port883","Paradip","India","IND","0","8","0","0","1","8","9","0","99699","0","0","4057","99699","103757","0","401711","0","0","16824","401711","418535"
"2022-05-14","port883","Paradip","India","IND","0","1","1","0","3","2","5","0","0","0","0","35937","0","35937","0","33974","0","0","9501","33974","43475"
"2022-05-15","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","60396","0","0","0","60396","60396","0","71078","0","0","0","71078","71078"
"2022-05-16","port883","Paradip","India","IND","0","5","0","0","2","5","7","0","80859","0","0","21589","80859","102448","0","181536","0","0","13725","181536","195262"
"2022-05-17","port883","Paradip","India","IND","0","3","0","0","0","3","3","0","6122","0","0","0","6122","6122","0","61872","0","0","0","61872","61872"
"2022-05-18","port883","Paradip","India","IND","0","6","1","0","2","7","9","0","96723","0","0","60920","96723","157643","0","283117","0","0","0","283117","283117"
"2022-05-19","port883","Paradip","India","IND","0","1","0","0","0","1","1","0","24259","0","0","0","24259","24259","0","0","0","0","0","0","0"
"2022-05-20","port883","Paradip","India","IND","0","7","0","0","2","7","9","0","20348","0","0","18796","20348","39144","0","451212","0","0","0","451212","451212"
"2022-05-21","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","53692","0","0","0","53692","53692","0","54629","0","0","0","54629","54629"
"2022-05-22","port883","Paradip","India","IND","0","3","0","0","2","3","5","0","16187","0","0","24627","16187","40815","0","144431","0","0","13725","144431","158157"
"2022-05-23","port883","Paradip","India","IND","0","3","1","0","0","4","4","0","28834","0","0","0","28834","28834","0","124122","2721","0","0","126843","126843"
"2022-05-24","port883","Paradip","India","IND","0","4","0","0","2","4","6","0","28139","0","0","18858","28139","46998","0","73553","0","0","40507","73553","114060"
"2022-05-25","port883","Paradip","India","IND","0","6","1","0","0","7","7","0","81553","0","0","0","81553","81553","0","275631","0","0","0","275631","275631"
"2022-05-26","port883","Paradip","India","IND","0","6","0","0","2","6","8","0","167524","0","0","18714","167524","186238","0","162319","0","0","45762","162319","208082"
"2022-05-27","port883","Paradip","India","IND","0","5","1","0","0","6","6","0","114526","0","0","0","114526","114526","0","95770","0","0","0","95770","95770"
"2022-05-28","port883","Paradip","India","IND","0","5","0","0","2","5","7","0","4580","0","0","18876","4580","23457","0","198634","0","0","6776","198634","205411"
"2022-05-29","port883","Paradip","India","IND","0","3","0","0","1","3","4","0","167171","0","0","0","167171","167171","0","0","0","0","38496","0","38496"
"2022-05-30","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","55285","0","0","0","55285","55285","0","116563","0","0","0","116563","116563"
"2022-05-31","port883","Paradip","India","IND","0","6","0","0","1","6","7","0","128243","0","0","0","128243","128243","0","155715","0","0","0","155715","155715"
"2022-06-01","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","79374","0","0","0","79374","79374","0","168434","0","0","0","168434","168434"
"2022-06-02","port883","Paradip","India","IND","0","6","0","0","1","6","7","0","160759","0","0","7841","160759","168601","0","163562","0","0","0","163562","163562"
